insert into attendance_detail values(1294, 1248, '10:55', '17:56');
insert into attendance_detail values(5807, 5578, '09:00', '17:54');
insert into attendance_detail values(5808, 5579, '09:04', '17:53');
insert into attendance_detail values(5809, 5580, '09:07', '15:04');
insert into attendance_detail values(5810, 5580, '16:59', '17:55');
insert into attendance_detail values(5811, 5581, '09:10', '17:51');
insert into attendance_detail values(5812, 5582, '09:03', '17:56');
insert into attendance_detail values(5813, 5583, '09:08', '17:51');
insert into attendance_detail values(5814, 5584, '09:07', '11:31');
insert into attendance_detail values(5815, 5584, '12:50', '17:52');
insert into attendance_detail values(5816, 5585, '09:05', '17:55');
insert into attendance_detail values(5817, 5586, '09:28', '17:58');
insert into attendance_detail values(5818, 5587, '09:00', '17:55');
insert into attendance_detail values(5819, 5588, '09:07', '17:55');
insert into attendance_detail values(5820, 5589, '09:06', '17:57');
insert into attendance_detail values(5821, 5590, '09:04', '17:53');
insert into attendance_detail values(5822, 5591, '09:03', '17:59');
insert into attendance_detail values(5823, 5592, '09:13', '17:51');
insert into attendance_detail values(5824, 5593, '09:10', '17:52');
insert into attendance_detail values(5825, 5594, '09:08', '17:50');
insert into attendance_detail values(5826, 5595, '09:02', '17:51');
insert into attendance_detail values(5827, 5596, '09:20', '17:53');
insert into attendance_detail values(5828, 5597, '09:03', '17:58');
insert into attendance_detail values(5829, 5598, '09:00', '17:58');
insert into attendance_detail values(5888, 5657, '09:10', '17:56');
insert into attendance_detail values(5889, 5658, '09:00', '17:50');
insert into attendance_detail values(5890, 5659, '09:00', '17:55');
insert into attendance_detail values(5891, 5660, '09:09', '17:53');
insert into attendance_detail values(5892, 5661, '10:46', '15:02');
insert into attendance_detail values(5893, 5661, '16:47', '17:57');
insert into attendance_detail values(5894, 5662, '09:07', '17:54');
insert into attendance_detail values(5895, 5663, '09:03', '17:53');
insert into attendance_detail values(5896, 5664, '09:04', '17:57');
insert into attendance_detail values(5897, 5665, '09:05', '17:57');
insert into attendance_detail values(5898, 5666, '09:09', '17:52');
insert into attendance_detail values(5899, 5667, '09:07', '11:02');
insert into attendance_detail values(5900, 5667, '12:42', '17:51');
insert into attendance_detail values(5901, 5668, '09:00', '17:52');
insert into attendance_detail values(5902, 5669, '09:08', '17:52');
insert into attendance_detail values(5903, 5670, '09:08', '17:56');
insert into attendance_detail values(5904, 5671, '09:02', '17:51');
insert into attendance_detail values(5905, 5672, '09:10', '17:55');
insert into attendance_detail values(5906, 5673, '09:05', '17:55');
insert into attendance_detail values(5907, 5674, '09:04', '17:59');
insert into attendance_detail values(5908, 5675, '09:01', '17:58');
insert into attendance_detail values(5909, 5676, '09:07', '17:51');
insert into attendance_detail values(5910, 5677, '09:10', '17:58');
insert into attendance_detail values(5911, 5678, '09:46', '12:16');
insert into attendance_detail values(5912, 5678, '13:48', '17:58');
insert into attendance_detail values(5913, 5679, '09:08', '17:56');
insert into attendance_detail values(5914, 5680, '09:08', '17:53');
insert into attendance_detail values(5915, 5681, '09:05', '17:56');
insert into attendance_detail values(5916, 5682, '09:03', '17:52');
insert into attendance_detail values(5917, 5683, '09:01', '17:55');
insert into attendance_detail values(5918, 5684, '09:01', '17:54');
insert into attendance_detail values(5919, 5685, '09:08', '17:54');
insert into attendance_detail values(5920, 5686, '10:22', '17:58');
insert into attendance_detail values(5921, 5687, '09:35', '17:55');
insert into attendance_detail values(5922, 5688, '09:54', '15:04');
insert into attendance_detail values(5923, 5688, '16:33', '17:55');
insert into attendance_detail values(5924, 5689, '09:02', '17:57');
insert into attendance_detail values(5925, 5690, '09:06', '17:50');
insert into attendance_detail values(5926, 5691, '09:09', '17:51');
insert into attendance_detail values(5927, 5692, '09:08', '17:50');
insert into attendance_detail values(5928, 5693, '09:07', '17:58');
insert into attendance_detail values(5929, 5694, '09:23', '14:04');
insert into attendance_detail values(5930, 5695, '09:05', '16:12');
insert into attendance_detail values(5931, 5696, '09:10', '12:31');
insert into attendance_detail values(5932, 5696, '13:35', '17:57');
insert into attendance_detail values(5933, 5697, '09:06', '17:59');
insert into attendance_detail values(5934, 5698, '09:20', '17:50');
insert into attendance_detail values(5935, 5699, '09:07', '17:52');
insert into attendance_detail values(5936, 5700, '09:03', '11:46');
insert into attendance_detail values(5937, 5700, '12:46', '17:52');
insert into attendance_detail values(5938, 5701, '09:02', '17:58');
insert into attendance_detail values(5939, 5702, '10:16', '17:55');
insert into attendance_detail values(5940, 5703, '09:03', '17:53');
insert into attendance_detail values(5941, 5704, '09:43', '17:53');
insert into attendance_detail values(5942, 5705, '09:09', '17:55');
insert into attendance_detail values(5943, 5706, '10:32', '14:36');
insert into attendance_detail values(5944, 5706, '15:35', '17:59');
insert into attendance_detail values(5945, 5707, '09:08', '17:59');
insert into attendance_detail values(5946, 5708, '09:04', '17:52');
insert into attendance_detail values(5947, 5709, '09:08', '17:59');
insert into attendance_detail values(5948, 5710, '09:01', '17:59');
insert into attendance_detail values(5949, 5711, '09:02', '17:53');
insert into attendance_detail values(5950, 5712, '09:01', '17:53');
insert into attendance_detail values(5951, 5713, '09:02', '17:58');
insert into attendance_detail values(5952, 5714, '09:10', '17:58');
insert into attendance_detail values(5953, 5715, '09:06', '17:50');
insert into attendance_detail values(5954, 5716, '09:00', '17:52');
insert into attendance_detail values(5955, 5717, '09:12', '17:53');
insert into attendance_detail values(5956, 5718, '09:00', '17:52');
insert into attendance_detail values(5957, 5719, '09:06', '17:57');
insert into attendance_detail values(5958, 5720, '09:10', '17:51');
insert into attendance_detail values(5959, 5721, '09:08', '17:51');
insert into attendance_detail values(5960, 5722, '09:10', '17:53');
insert into attendance_detail values(5961, 5723, '09:06', '17:57');
insert into attendance_detail values(5962, 5724, '09:06', '17:51');
insert into attendance_detail values(5963, 5725, '09:08', '17:53');
insert into attendance_detail values(5964, 5726, '09:02', '17:54');
insert into attendance_detail values(5965, 5727, '09:04', '17:51');
insert into attendance_detail values(5966, 5728, '09:07', '17:53');
insert into attendance_detail values(5967, 5729, '09:01', '17:55');
insert into attendance_detail values(5968, 5730, '09:03', '17:54');
insert into attendance_detail values(5969, 5731, '09:09', '17:58');
insert into attendance_detail values(5970, 5732, '09:03', '14:55');
insert into attendance_detail values(5971, 5732, '15:54', '17:55');
insert into attendance_detail values(5972, 5733, '10:28', '17:55');
insert into attendance_detail values(5973, 5734, '09:36', '11:58');
insert into attendance_detail values(5974, 5734, '12:42', '17:58');
insert into attendance_detail values(5975, 5735, '09:33', '17:51');
insert into attendance_detail values(5976, 5736, '09:10', '17:57');
insert into attendance_detail values(5977, 5737, '09:26', '17:52');
insert into attendance_detail values(5978, 5738, '09:06', '17:50');
insert into attendance_detail values(5979, 5739, '09:08', '17:55');
insert into attendance_detail values(5980, 5740, '09:09', '17:55');
insert into attendance_detail values(5981, 5741, '09:00', '17:59');
insert into attendance_detail values(5982, 5742, '09:03', '17:53');
insert into attendance_detail values(5983, 5743, '09:07', '17:54');
insert into attendance_detail values(6013, 5773, '09:01', '17:54');
insert into attendance_detail values(6014, 5774, '09:08', '17:56');
insert into attendance_detail values(6015, 5775, '09:30', '17:55');
insert into attendance_detail values(6016, 5776, '09:09', '17:50');
insert into attendance_detail values(6017, 5777, '09:08', '17:57');
insert into attendance_detail values(6018, 5778, '09:10', '17:53');
insert into attendance_detail values(6019, 5779, '09:06', '17:57');
insert into attendance_detail values(6020, 5780, '09:02', '17:52');
insert into attendance_detail values(6021, 5781, '09:10', '17:58');
insert into attendance_detail values(6022, 5782, '09:01', '17:51');
insert into attendance_detail values(6023, 5783, '09:00', '17:57');
insert into attendance_detail values(6024, 5784, '10:36', '17:50');
insert into attendance_detail values(6025, 5785, '09:03', '17:50');
insert into attendance_detail values(6026, 5786, '09:06', '17:55');
insert into attendance_detail values(6027, 5787, '10:37', '14:00');
insert into attendance_detail values(6028, 5787, '15:49', '17:55');
insert into attendance_detail values(6029, 5788, '09:08', '17:58');
insert into attendance_detail values(6030, 5789, '09:04', '17:57');
insert into attendance_detail values(6031, 5790, '10:21', '15:57');
insert into attendance_detail values(6032, 5790, '16:57', '17:51');
insert into attendance_detail values(6033, 5791, '09:20', '17:51');
insert into attendance_detail values(6034, 5792, '09:07', '17:55');
insert into attendance_detail values(6035, 5793, '09:08', '17:50');
insert into attendance_detail values(6036, 5794, '09:09', '17:54');
insert into attendance_detail values(6037, 5795, '09:04', '17:57');
insert into attendance_detail values(6038, 5796, '09:10', '17:54');
insert into attendance_detail values(6039, 5797, '09:06', '17:59');
insert into attendance_detail values(6040, 5798, '09:41', '17:54');
insert into attendance_detail values(6041, 5799, '09:05', '17:50');
insert into attendance_detail values(6042, 5800, '10:34', '10:32');
insert into attendance_detail values(6043, 5800, '11:38', '17:52');
insert into attendance_detail values(6044, 5801, '10:55', '17:50');
insert into attendance_detail values(6103, 5860, '09:02', '17:59');
insert into attendance_detail values(6104, 5861, '09:10', '17:54');
insert into attendance_detail values(6105, 5862, '09:00', '17:53');
insert into attendance_detail values(6106, 5863, '09:06', '17:50');
insert into attendance_detail values(6107, 5864, '09:05', '17:50');
insert into attendance_detail values(6108, 5865, '09:08', '17:58');
insert into attendance_detail values(6109, 5866, '09:05', '17:58');
insert into attendance_detail values(6110, 5867, '09:00', '17:53');
insert into attendance_detail values(6111, 5868, '09:09', '17:55');
insert into attendance_detail values(6112, 5869, '09:05', '17:55');
insert into attendance_detail values(6113, 5870, '09:02', '17:50');
insert into attendance_detail values(6114, 5871, '09:01', '12:04');
insert into attendance_detail values(6115, 5871, '13:37', '17:59');
insert into attendance_detail values(6116, 5872, '09:00', '17:59');
insert into attendance_detail values(6117, 5873, '09:08', '17:59');
insert into attendance_detail values(6118, 5874, '09:05', '17:57');
insert into attendance_detail values(6119, 5875, '09:06', '17:50');
insert into attendance_detail values(6120, 5876, '09:00', '17:53');
insert into attendance_detail values(6121, 5877, '09:08', '17:51');
insert into attendance_detail values(6122, 5878, '09:01', '17:50');
insert into attendance_detail values(6123, 5879, '09:47', '17:50');
insert into attendance_detail values(6124, 5880, '09:04', '17:53');
insert into attendance_detail values(6126, 5882, '09:49', '17:59');
insert into attendance_detail values(6127, 5883, '10:17', '17:51');
insert into attendance_detail values(6128, 5884, '09:04', '17:56');
insert into attendance_detail values(6129, 5885, '09:10', '17:54');
insert into attendance_detail values(6130, 5886, '09:07', '17:54');
insert into attendance_detail values(6131, 5887, '10:34', '17:55');
insert into attendance_detail values(6132, 5888, '09:08', '17:57');
insert into attendance_detail values(6133, 5889, '09:01', '17:57');
